disaster_type,date,created_at,word,count
earthquake,2021-08-15,2021-08-15 09:32:00,&amp;,7
earthquake,2021-08-15,2021-08-15 09:32:00,2010,3
earthquake,2021-08-15,2021-08-15 09:32:00,addresses,6
earthquake,2021-08-15,2021-08-15 09:32:00,another,3
earthquake,2021-08-15,2021-08-15 09:32:00,assist,3
earthquake,2021-08-15,2021-08-15 09:32:00,assistance.,6
earthquake,2021-08-15,2021-08-15 09:32:00,bitcoin,6
earthquake,2021-08-15,2021-08-15 09:32:00,bscgems,6
earthquake,2021-08-15,2021-08-15 09:32:00,care,6
earthquake,2021-08-15,2021-08-15 09:32:00,charity,12
earthquake,2021-08-15,2021-08-15 09:32:00,coast,3
earthquake,2021-08-15,2021-08-15 09:32:00,country,4
earthquake,2021-08-15,2021-08-15 09:32:00,cross,3
earthquake,2021-08-15,2021-08-15 09:32:00,dead,3
earthquake,2021-08-15,2021-08-15 09:32:00,deadly,3
earthquake,2021-08-15,2021-08-15 09:32:00,dedicating,6
earthquake,2021-08-15,2021-08-15 09:32:00,devastated,3
earthquake,2021-08-15,2021-08-15 09:32:00,donate,7
earthquake,2021-08-15,2021-08-15 09:32:00,donations,8
earthquake,2021-08-15,2021-08-15 09:32:00,earthquake,31
earthquake,2021-08-15,2021-08-15 09:32:00,earthquakehaiti,6
earthquake,2021-08-15,2021-08-15 09:32:00,haiti,36
earthquake,2021-08-15,2021-08-15 09:32:00,haiti.,3
earthquake,2021-08-15,2021-08-15 09:32:00,help,8
earthquake,2021-08-15,2021-08-15 09:32:00,injuring,3
earthquake,2021-08-15,2021-08-15 09:32:00,kichicoin,6
earthquake,2021-08-15,2021-08-15 09:32:00,killing,3
earthquake,2021-08-15,2021-08-15 09:32:00,least,4
earthquake,2021-08-15,2021-08-15 09:32:00,magnitude,11
earthquake,2021-08-15,2021-08-15 09:32:00,need,6
earthquake,2021-08-15,2021-08-15 09:32:00,news,3
earthquake,2021-08-15,2021-08-15 09:32:00,people,11
earthquake,2021-08-15,2021-08-15 09:32:00,relief,6
earthquake,2021-08-15,2021-08-15 09:32:00,relief.,6
earthquake,2021-08-15,2021-08-15 09:32:00,reply,6
earthquake,2021-08-15,2021-08-15 09:32:00,storm,3
earthquake,2021-08-15,2021-08-15 09:32:00,strong,3
earthquake,2021-08-15,2021-08-15 09:32:00,struck,10
earthquake,2021-08-15,2021-08-15 09:32:00,taiwan,4
earthquake,2021-08-15,2021-08-15 09:32:00,towards,6
earthquake,2021-08-15,2021-08-15 09:32:00,urgent,7
earthquake,2021-08-15,2021-08-15 09:32:00,wallet,12
earthquake,2021-08-15,2021-08-15 09:33:00,&amp;,5
earthquake,2021-08-15,2021-08-15 09:33:00,2010,4
earthquake,2021-08-15,2021-08-15 09:33:00,addresses,4
earthquake,2021-08-15,2021-08-15 09:33:00,another,3
earthquake,2021-08-15,2021-08-15 09:33:00,assistance.,4
earthquake,2021-08-15,2021-08-15 09:33:00,bitcoin,4
earthquake,2021-08-15,2021-08-15 09:33:00,bscgems,4
earthquake,2021-08-15,2021-08-15 09:33:00,care,4
earthquake,2021-08-15,2021-08-15 09:33:00,charity,8
earthquake,2021-08-15,2021-08-15 09:33:00,country,4
earthquake,2021-08-15,2021-08-15 09:33:00,cross,5
earthquake,2021-08-15,2021-08-15 09:33:00,damage,3
earthquake,2021-08-15,2021-08-15 09:33:00,dedicating,4
earthquake,2021-08-15,2021-08-15 09:33:00,donate,9
earthquake,2021-08-15,2021-08-15 09:33:00,donations,5
earthquake,2021-08-15,2021-08-15 09:33:00,earthquake,40
earthquake,2021-08-15,2021-08-15 09:33:00,earthquake.,3
earthquake,2021-08-15,2021-08-15 09:33:00,earthquakehaiti,4
earthquake,2021-08-15,2021-08-15 09:33:00,efforts,3
earthquake,2021-08-15,2021-08-15 09:33:00,grace,3
earthquake,2021-08-15,2021-08-15 09:33:00,haiti,40
earthquake,2021-08-15,2021-08-15 09:33:00,haiti.,4
earthquake,2021-08-15,2021-08-15 09:33:00,haitian,3
earthquake,2021-08-15,2021-08-15 09:33:00,help,7
earthquake,2021-08-15,2021-08-15 09:33:00,kichicoin,4
earthquake,2021-08-15,2021-08-15 09:33:00,killed,3
earthquake,2021-08-15,2021-08-15 09:33:00,least,3
earthquake,2021-08-15,2021-08-15 09:33:00,magnitude,9
earthquake,2021-08-15,2021-08-15 09:33:00,money,3
earthquake,2021-08-15,2021-08-15 09:33:00,need,4
earthquake,2021-08-15,2021-08-15 09:33:00,news,3
earthquake,2021-08-15,2021-08-15 09:33:00,people,11
earthquake,2021-08-15,2021-08-15 09:33:00,pestel,3
earthquake,2021-08-15,2021-08-15 09:33:00,please,3
earthquake,2021-08-15,2021-08-15 09:33:00,powerful,3
earthquake,2021-08-15,2021-08-15 09:33:00,president,4
earthquake,2021-08-15,2021-08-15 09:33:00,relief,5
earthquake,2021-08-15,2021-08-15 09:33:00,relief.,4
earthquake,2021-08-15,2021-08-15 09:33:00,reply,4
earthquake,2021-08-15,2021-08-15 09:33:00,rescue,4
earthquake,2021-08-15,2021-08-15 09:33:00,right,3
earthquake,2021-08-15,2021-08-15 09:33:00,states,3
earthquake,2021-08-15,2021-08-15 09:33:00,storm,3
earthquake,2021-08-15,2021-08-15 09:33:00,struck,7
earthquake,2021-08-15,2021-08-15 09:33:00,towards,4
earthquake,2021-08-15,2021-08-15 09:33:00,tropical,3
earthquake,2021-08-15,2021-08-15 09:33:00,tsunami,3
earthquake,2021-08-15,2021-08-15 09:33:00,urgent,4
earthquake,2021-08-15,2021-08-15 09:33:00,video,3
earthquake,2021-08-15,2021-08-15 09:33:00,wallet,8
earthquake,2021-08-15,2021-08-15 09:33:00,world,3
earthquake,2021-08-15,2021-08-15 09:34:00,&amp;,4
earthquake,2021-08-15,2021-08-15 09:34:00,2010,4
earthquake,2021-08-15,2021-08-15 09:34:00,7.2-magnitude,5
earthquake,2021-08-15,2021-08-15 09:34:00,affected,4
earthquake,2021-08-15,2021-08-15 09:34:00,already,4
earthquake,2021-08-15,2021-08-15 09:34:00,another,5
earthquake,2021-08-15,2021-08-15 09:34:00,assess,3
earthquake,2021-08-15,2021-08-15 09:34:00,assist,4
earthquake,2021-08-15,2021-08-15 09:34:00,challenging,3
earthquake,2021-08-15,2021-08-15 09:34:00,cross,5
earthquake,2021-08-15,2021-08-15 09:34:00,cuban,3
earthquake,2021-08-15,2021-08-15 09:34:00,damage,3
earthquake,2021-08-15,2021-08-15 09:34:00,dead,7
earthquake,2021-08-15,2021-08-15 09:34:00,deadly,5
earthquake,2021-08-15,2021-08-15 09:34:00,devastated,3
earthquake,2021-08-15,2021-08-15 09:34:00,devastating,4
earthquake,2021-08-15,2021-08-15 09:34:00,doctors,3
earthquake,2021-08-15,2021-08-15 09:34:00,donate,6
earthquake,2021-08-15,2021-08-15 09:34:00,earthquake,39
earthquake,2021-08-15,2021-08-15 09:34:00,earthquake.,5
earthquake,2021-08-15,2021-08-15 09:34:00,efforts,8
earthquake,2021-08-15,2021-08-15 09:34:00,give,3
earthquake,2021-08-15,2021-08-15 09:34:00,haiti,42
earthquake,2021-08-15,2021-08-15 09:34:00,help,5
earthquake,2021-08-15,2021-08-15 09:34:00,injuring,6
earthquake,2021-08-15,2021-08-15 09:34:00,killing,6
earthquake,2021-08-15,2021-08-15 09:34:00,least,13
earthquake,2021-08-15,2021-08-15 09:34:00,magnitude,8
earthquake,2021-08-15,2021-08-15 09:34:00,many,3
earthquake,2021-08-15,2021-08-15 09:34:00,money,4
earthquake,2021-08-15,2021-08-15 09:34:00,morning.,3
earthquake,2021-08-15,2021-08-15 09:34:00,news,3
earthquake,2021-08-15,2021-08-15 09:34:00,occurred,5
earthquake,2021-08-15,2021-08-15 09:34:00,officials,4
earthquake,2021-08-15,2021-08-15 09:34:00,people,17
earthquake,2021-08-15,2021-08-15 09:34:00,rebuild.,5
earthquake,2021-08-15,2021-08-15 09:34:00,recover,3
earthquake,2021-08-15,2021-08-15 09:34:00,relief,3
earthquake,2021-08-15,2021-08-15 09:34:00,rescue,3
earthquake,2021-08-15,2021-08-15 09:34:00,saddened,3
earthquake,2021-08-15,2021-08-15 09:34:00,saint-louis,3
earthquake,2021-08-15,2021-08-15 09:34:00,strikes,5
earthquake,2021-08-15,2021-08-15 09:34:00,struck,5
earthquake,2021-08-15,2021-08-15 09:34:00,support,3
earthquake,2021-08-15,2021-08-15 09:34:00,supporting,3
earthquake,2021-08-15,2021-08-15 09:34:00,time,3
earthquake,2021-08-15,2021-08-15 09:34:00,today,3
earthquake,2021-08-15,2021-08-15 09:34:00,u.s.,3
earthquake,2021-08-15,2021-08-15 09:34:00,urgent,3
earthquake,2021-08-15,2021-08-15 09:34:00,usaid,3
earthquake,2021-08-15,2021-08-15 09:35:00,&amp;,4
earthquake,2021-08-15,2021-08-15 09:35:00,2010,7
earthquake,2021-08-15,2021-08-15 09:35:00,7.2-magnitude,5
earthquake,2021-08-15,2021-08-15 09:35:00,addresses,4
earthquake,2021-08-15,2021-08-15 09:35:00,aftermath,3
earthquake,2021-08-15,2021-08-15 09:35:00,alaska,3
earthquake,2021-08-15,2021-08-15 09:35:00,almost,3
earthquake,2021-08-15,2021-08-15 09:35:00,american,3
earthquake,2021-08-15,2021-08-15 09:35:00,assist,4
earthquake,2021-08-15,2021-08-15 09:35:00,assistance.,4
earthquake,2021-08-15,2021-08-15 09:35:00,billion,4
earthquake,2021-08-15,2021-08-15 09:35:00,bitcoin,4
earthquake,2021-08-15,2021-08-15 09:35:00,bscgems,4
earthquake,2021-08-15,2021-08-15 09:35:00,care,4
earthquake,2021-08-15,2021-08-15 09:35:00,charity,8
earthquake,2021-08-15,2021-08-15 09:35:00,cross,5
earthquake,2021-08-15,2021-08-15 09:35:00,damage,4
earthquake,2021-08-15,2021-08-15 09:35:00,dedicating,4
earthquake,2021-08-15,2021-08-15 09:35:00,devastating,6
earthquake,2021-08-15,2021-08-15 09:35:00,donate,7
earthquake,2021-08-15,2021-08-15 09:35:00,donations,4
earthquake,2021-08-15,2021-08-15 09:35:00,earthquake,38
earthquake,2021-08-15,2021-08-15 09:35:00,earthquake.,4
earthquake,2021-08-15,2021-08-15 09:35:00,earthquakehaiti,4
earthquake,2021-08-15,2021-08-15 09:35:00,efforts,3
earthquake,2021-08-15,2021-08-15 09:35:00,haiti,38
earthquake,2021-08-15,2021-08-15 09:35:00,haiti.,5
earthquake,2021-08-15,2021-08-15 09:35:00,half,3
earthquake,2021-08-15,2021-08-15 09:35:00,help,7
earthquake,2021-08-15,2021-08-15 09:35:00,kichicoin,4
earthquake,2021-08-15,2021-08-15 09:35:00,killing,5
earthquake,2021-08-15,2021-08-15 09:35:00,least,6
earthquake,2021-08-15,2021-08-15 09:35:00,magnitude,10
earthquake,2021-08-15,2021-08-15 09:35:00,money,3
earthquake,2021-08-15,2021-08-15 09:35:00,need,4
earthquake,2021-08-15,2021-08-15 09:35:00,people,7
earthquake,2021-08-15,2021-08-15 09:35:00,powerful,4
earthquake,2021-08-15,2021-08-15 09:35:00,rebuild.,3
earthquake,2021-08-15,2021-08-15 09:35:00,relief,5
earthquake,2021-08-15,2021-08-15 09:35:00,relief.,4
earthquake,2021-08-15,2021-08-15 09:35:00,reply,5
earthquake,2021-08-15,2021-08-15 09:35:00,rescue,3
earthquake,2021-08-15,2021-08-15 09:35:00,said,3
earthquake,2021-08-15,2021-08-15 09:35:00,struck,8
earthquake,2021-08-15,2021-08-15 09:35:00,towards,4
earthquake,2021-08-15,2021-08-15 09:35:00,urgent,5
earthquake,2021-08-15,2021-08-15 09:35:00,wallet,8
earthquake,2021-08-15,2021-08-15 09:35:00,went,3
earthquake,2021-08-15,2021-08-15 09:36:00,100km.,5
earthquake,2021-08-15,2021-08-15 09:36:00,15/08/2021,3
earthquake,2021-08-15,2021-08-15 09:36:00,2010,3
earthquake,2021-08-15,2021-08-15 09:36:00,8/15/2021,3
earthquake,2021-08-15,2021-08-15 09:36:00,actually,3
earthquake,2021-08-15,2021-08-15 09:36:00,addresses,4
earthquake,2021-08-15,2021-08-15 09:36:00,affecting,3
earthquake,2021-08-15,2021-08-15 09:36:00,alert,3
earthquake,2021-08-15,2021-08-15 09:36:00,ambassador,4
earthquake,2021-08-15,2021-08-15 09:36:00,assistance.,4
earthquake,2021-08-15,2021-08-15 09:36:00,bitcoin,4
earthquake,2021-08-15,2021-08-15 09:36:00,bscgems,4
earthquake,2021-08-15,2021-08-15 09:36:00,care,4
earthquake,2021-08-15,2021-08-15 09:36:00,charity,8
earthquake,2021-08-15,2021-08-15 09:36:00,cross,6
earthquake,2021-08-15,2021-08-15 09:36:00,dedicating,4
earthquake,2021-08-15,2021-08-15 09:36:00,depth,5
earthquake,2021-08-15,2021-08-15 09:36:00,donate,8
earthquake,2021-08-15,2021-08-15 09:36:00,donations,4
earthquake,2021-08-15,2021-08-15 09:36:00,earthquake,34
earthquake,2021-08-15,2021-08-15 09:36:00,earthquake.,4
earthquake,2021-08-15,2021-08-15 09:36:00,earthquakehaiti,4
earthquake,2021-08-15,2021-08-15 09:36:00,green,3
earthquake,2021-08-15,2021-08-15 09:36:00,haiti,31
earthquake,2021-08-15,2021-08-15 09:36:00,help,9
earthquake,2021-08-15,2021-08-15 09:36:00,kichicoin,4
earthquake,2021-08-15,2021-08-15 09:36:00,magnitude,15
earthquake,2021-08-15,2021-08-15 09:36:00,morning,3
earthquake,2021-08-15,2021-08-15 09:36:00,need,4
earthquake,2021-08-15,2021-08-15 09:36:00,occurred,4
earthquake,2021-08-15,2021-08-15 09:36:00,people,12
earthquake,2021-08-15,2021-08-15 09:36:00,potentially,3
earthquake,2021-08-15,2021-08-15 09:36:00,relief,8
earthquake,2021-08-15,2021-08-15 09:36:00,relief.,4
earthquake,2021-08-15,2021-08-15 09:36:00,reply,4
earthquake,2021-08-15,2021-08-15 09:36:00,response,3
earthquake,2021-08-15,2021-08-15 09:36:00,sison,4
earthquake,2021-08-15,2021-08-15 09:36:00,south,4
earthquake,2021-08-15,2021-08-15 09:36:00,struck,6
earthquake,2021-08-15,2021-08-15 09:36:00,today,3
earthquake,2021-08-15,2021-08-15 09:36:00,towards,4
earthquake,2021-08-15,2021-08-15 09:36:00,urgent,4
earthquake,2021-08-15,2021-08-15 09:36:00,wallet,8
earthquake,2021-08-15,2021-08-15 09:36:00,within,5
earthquake,2021-08-15,2021-08-15 09:37:00,&amp;,4
earthquake,2021-08-15,2021-08-15 09:37:00,2010,10
earthquake,2021-08-15,2021-08-15 09:37:00,actually,3
earthquake,2021-08-15,2021-08-15 09:37:00,affected,4
earthquake,2021-08-15,2021-08-15 09:37:00,aftermath,4
earthquake,2021-08-15,2021-08-15 09:37:00,another,3
earthquake,2021-08-15,2021-08-15 09:37:00,breaking,4
earthquake,2021-08-15,2021-08-15 09:37:00,charity,4
earthquake,2021-08-15,2021-08-15 09:37:00,cross,7
earthquake,2021-08-15,2021-08-15 09:37:00,devastating,3
earthquake,2021-08-15,2021-08-15 09:37:00,died,3
earthquake,2021-08-15,2021-08-15 09:37:00,disaster,3
earthquake,2021-08-15,2021-08-15 09:37:00,donate,6
earthquake,2021-08-15,2021-08-15 09:37:00,earthquake,35
earthquake,2021-08-15,2021-08-15 09:37:00,earthquake.,4
earthquake,2021-08-15,2021-08-15 09:37:00,emergency,3
earthquake,2021-08-15,2021-08-15 09:37:00,geological,4
earthquake,2021-08-15,2021-08-15 09:37:00,haiti,36
earthquake,2021-08-15,2021-08-15 09:37:00,haiti.,5
earthquake,2021-08-15,2021-08-15 09:37:00,health,3
earthquake,2021-08-15,2021-08-15 09:37:00,help,7
earthquake,2021-08-15,2021-08-15 09:37:00,least,4
earthquake,2021-08-15,2021-08-15 09:37:00,magnitude,11
earthquake,2021-08-15,2021-08-15 09:37:00,money,4
earthquake,2021-08-15,2021-08-15 09:37:00,morning,3
earthquake,2021-08-15,2021-08-15 09:37:00,must,3
earthquake,2021-08-15,2021-08-15 09:37:00,needs,4
earthquake,2021-08-15,2021-08-15 09:37:00,people,8
earthquake,2021-08-15,2021-08-15 09:37:00,relief,5
earthquake,2021-08-15,2021-08-15 09:37:00,saturday,3
earthquake,2021-08-15,2021-08-15 09:37:00,struck,6
earthquake,2021-08-15,2021-08-15 09:37:00,support,6
earthquake,2021-08-15,2021-08-15 09:37:00,survey,4
earthquake,2021-08-15,2021-08-15 09:37:00,teams,3
earthquake,2021-08-15,2021-08-15 09:37:00,tragic,3
earthquake,2021-08-15,2021-08-15 09:37:00,urgent,4
earthquake,2021-08-15,2021-08-15 09:37:00,wallet,4
earthquake,2021-08-15,2021-08-15 09:38:00,&amp;,3
earthquake,2021-08-15,2021-08-15 09:38:00,2010,5
earthquake,2021-08-15,2021-08-15 09:38:00,7.2-magnitude,6
earthquake,2021-08-15,2021-08-15 09:38:00,actually,3
earthquake,2021-08-15,2021-08-15 09:38:00,another,3
earthquake,2021-08-15,2021-08-15 09:38:00,country,4
earthquake,2021-08-15,2021-08-15 09:38:00,cross,5
earthquake,2021-08-15,2021-08-15 09:38:00,damage,4
earthquake,2021-08-15,2021-08-15 09:38:00,dead,4
earthquake,2021-08-15,2021-08-15 09:38:00,deadly,4
earthquake,2021-08-15,2021-08-15 09:38:00,devastated,3
earthquake,2021-08-15,2021-08-15 09:38:00,devastating,4
earthquake,2021-08-15,2021-08-15 09:38:00,donate,6
earthquake,2021-08-15,2021-08-15 09:38:00,earthquake,43
earthquake,2021-08-15,2021-08-15 09:38:00,earthquake.,3
earthquake,2021-08-15,2021-08-15 09:38:00,efforts,3
earthquake,2021-08-15,2021-08-15 09:38:00,following,3
earthquake,2021-08-15,2021-08-15 09:38:00,grace,4
earthquake,2021-08-15,2021-08-15 09:38:00,haiti,32
earthquake,2021-08-15,2021-08-15 09:38:00,haiti.,4
earthquake,2021-08-15,2021-08-15 09:38:00,haitian,3
earthquake,2021-08-15,2021-08-15 09:38:00,help,5
earthquake,2021-08-15,2021-08-15 09:38:00,injuring,3
earthquake,2021-08-15,2021-08-15 09:38:00,killing,4
earthquake,2021-08-15,2021-08-15 09:38:00,least,7
earthquake,2021-08-15,2021-08-15 09:38:00,magnitude,13
earthquake,2021-08-15,2021-08-15 09:38:00,money,4
earthquake,2021-08-15,2021-08-15 09:38:00,need,3
earthquake,2021-08-15,2021-08-15 09:38:00,people,10
earthquake,2021-08-15,2021-08-15 09:38:00,powerful,3
earthquake,2021-08-15,2021-08-15 09:38:00,prayers,4
earthquake,2021-08-15,2021-08-15 09:38:00,relief,4
earthquake,2021-08-15,2021-08-15 09:38:00,storm,5
earthquake,2021-08-15,2021-08-15 09:38:00,strikes,3
earthquake,2021-08-15,2021-08-15 09:38:00,stronger,3
earthquake,2021-08-15,2021-08-15 09:38:00,struck,8
earthquake,2021-08-15,2021-08-15 09:38:00,today,5
earthquake,2021-08-15,2021-08-15 09:38:00,tropical,4
earthquake,2021-08-15,2021-08-15 09:39:00,&amp;,6
earthquake,2021-08-15,2021-08-15 09:39:00,2010,4
earthquake,2021-08-15,2021-08-15 09:39:00,actually,4
earthquake,2021-08-15,2021-08-15 09:39:00,addresses,4
earthquake,2021-08-15,2021-08-15 09:39:00,assistance.,4
earthquake,2021-08-15,2021-08-15 09:39:00,bitcoin,4
earthquake,2021-08-15,2021-08-15 09:39:00,bscgems,4
earthquake,2021-08-15,2021-08-15 09:39:00,care,4
earthquake,2021-08-15,2021-08-15 09:39:00,charity,8
earthquake,2021-08-15,2021-08-15 09:39:00,cross,11
earthquake,2021-08-15,2021-08-15 09:39:00,dedicating,4
earthquake,2021-08-15,2021-08-15 09:39:00,devastating,3
earthquake,2021-08-15,2021-08-15 09:39:00,donate,9
earthquake,2021-08-15,2021-08-15 09:39:00,donations,4
earthquake,2021-08-15,2021-08-15 09:39:00,earthquake,27
earthquake,2021-08-15,2021-08-15 09:39:00,earthquake.,6
earthquake,2021-08-15,2021-08-15 09:39:00,earthquakehaiti,4
earthquake,2021-08-15,2021-08-15 09:39:00,efforts,3
earthquake,2021-08-15,2021-08-15 09:39:00,haiti,33
earthquake,2021-08-15,2021-08-15 09:39:00,haiti.,4
earthquake,2021-08-15,2021-08-15 09:39:00,haitians,3
earthquake,2021-08-15,2021-08-15 09:39:00,help,8
earthquake,2021-08-15,2021-08-15 09:39:00,kichicoin,4
earthquake,2021-08-15,2021-08-15 09:39:00,least,4
earthquake,2021-08-15,2021-08-15 09:39:00,magnitude,11
earthquake,2021-08-15,2021-08-15 09:39:00,massive,3
earthquake,2021-08-15,2021-08-15 09:39:00,million,4
earthquake,2021-08-15,2021-08-15 09:39:00,morning,4
earthquake,2021-08-15,2021-08-15 09:39:00,need,5
earthquake,2021-08-15,2021-08-15 09:39:00,ongoing,3
earthquake,2021-08-15,2021-08-15 09:39:00,people,6
earthquake,2021-08-15,2021-08-15 09:39:00,ready,3
earthquake,2021-08-15,2021-08-15 09:39:00,relief,8
earthquake,2021-08-15,2021-08-15 09:39:00,relief.,4
earthquake,2021-08-15,2021-08-15 09:39:00,reply,4
earthquake,2021-08-15,2021-08-15 09:39:00,strikes,4
earthquake,2021-08-15,2021-08-15 09:39:00,struck,5
earthquake,2021-08-15,2021-08-15 09:39:00,towards,4
earthquake,2021-08-15,2021-08-15 09:39:00,urgent,4
earthquake,2021-08-15,2021-08-15 09:39:00,wallet,8
earthquake,2021-08-15,2021-08-15 09:40:00,7.2-magnitude,4
earthquake,2021-08-15,2021-08-15 09:40:00,american,3
earthquake,2021-08-15,2021-08-15 09:40:00,charity,4
earthquake,2021-08-15,2021-08-15 09:40:00,cross,4
earthquake,2021-08-15,2021-08-15 09:40:00,dead,4
earthquake,2021-08-15,2021-08-15 09:40:00,deadly,3
earthquake,2021-08-15,2021-08-15 09:40:00,donate,8
earthquake,2021-08-15,2021-08-15 09:40:00,earthquake,31
earthquake,2021-08-15,2021-08-15 09:40:00,earthquake.,3
earthquake,2021-08-15,2021-08-15 09:40:00,efforts,4
earthquake,2021-08-15,2021-08-15 09:40:00,haiti,34
earthquake,2021-08-15,2021-08-15 09:40:00,help,6
earthquake,2021-08-15,2021-08-15 09:40:00,least,5
earthquake,2021-08-15,2021-08-15 09:40:00,magnitude,6
earthquake,2021-08-15,2021-08-15 09:40:00,people,6
earthquake,2021-08-15,2021-08-15 09:40:00,rebuild.,3
earthquake,2021-08-15,2021-08-15 09:40:00,relief,4
earthquake,2021-08-15,2021-08-15 09:40:00,struck,5
earthquake,2021-08-15,2021-08-15 09:40:00,wallet,4
earthquake,2021-08-15,2021-08-15 09:41:00,&amp;,4
earthquake,2021-08-15,2021-08-15 09:41:00,2010,5
earthquake,2021-08-15,2021-08-15 09:41:00,7.2-magnitude,10
earthquake,2021-08-15,2021-08-15 09:41:00,assist,4
earthquake,2021-08-15,2021-08-15 09:41:00,assistance,3
earthquake,2021-08-15,2021-08-15 09:41:00,caribbean,8
earthquake,2021-08-15,2021-08-15 09:41:00,charity,4
earthquake,2021-08-15,2021-08-15 09:41:00,cross,4
earthquake,2021-08-15,2021-08-15 09:41:00,damage,3
earthquake,2021-08-15,2021-08-15 09:41:00,devastated,4
earthquake,2021-08-15,2021-08-15 09:41:00,devastating,3
earthquake,2021-08-15,2021-08-15 09:41:00,devastation,8
earthquake,2021-08-15,2021-08-15 09:41:00,donate,4
earthquake,2021-08-15,2021-08-15 09:41:00,earthquake,43
earthquake,2021-08-15,2021-08-15 09:41:00,going,9
earthquake,2021-08-15,2021-08-15 09:41:00,haiti,31
earthquake,2021-08-15,2021-08-15 09:41:00,help,4
earthquake,2021-08-15,2021-08-15 09:41:00,hurts,8
earthquake,2021-08-15,2021-08-15 09:41:00,loved,4
earthquake,2021-08-15,2021-08-15 09:41:00,magnitude,6
earthquake,2021-08-15,2021-08-15 09:41:00,morning,3
earthquake,2021-08-15,2021-08-15 09:41:00,must,3
earthquake,2021-08-15,2021-08-15 09:41:00,naomi,8
earthquake,2021-08-15,2021-08-15 09:41:00,nation.,8
earthquake,2021-08-15,2021-08-15 09:41:00,near,4
earthquake,2021-08-15,2021-08-15 09:41:00,neiko,3
earthquake,2021-08-15,2021-08-15 09:41:00,north,3
earthquake,2021-08-15,2021-08-15 09:41:00,ones.,3
earthquake,2021-08-15,2021-08-15 09:41:00,osaka,9
earthquake,2021-08-15,2021-08-15 09:41:00,people,7
earthquake,2021-08-15,2021-08-15 09:41:00,quickly,3
earthquake,2021-08-15,2021-08-15 09:41:00,rallied,8
earthquake,2021-08-15,2021-08-15 09:41:00,relief,5
earthquake,2021-08-15,2021-08-15 09:41:00,response,3
earthquake,2021-08-15,2021-08-15 09:41:00,saturday,3
earthquake,2021-08-15,2021-08-15 09:41:00,star,8
earthquake,2021-08-15,2021-08-15 09:41:00,struck,4
earthquake,2021-08-15,2021-08-15 09:41:00,support,10
earthquake,2021-08-15,2021-08-15 09:41:00,tennis,9
earthquake,2021-08-15,2021-08-15 09:41:00,thoughts,3
earthquake,2021-08-15,2021-08-15 09:41:00,today,3
earthquake,2021-08-15,2021-08-15 09:41:00,wallet,4
earthquake,2021-08-15,2021-08-15 09:41:00,‘really,8
earthquake,2021-08-15,2021-08-15 09:42:00,2010,4
earthquake,2021-08-15,2021-08-15 09:42:00,7.2-magnitude,7
earthquake,2021-08-15,2021-08-15 09:42:00,addresses,3
earthquake,2021-08-15,2021-08-15 09:42:00,affected,4
earthquake,2021-08-15,2021-08-15 09:42:00,also,3
earthquake,2021-08-15,2021-08-15 09:42:00,assistance.,3
earthquake,2021-08-15,2021-08-15 09:42:00,bitcoin,3
earthquake,2021-08-15,2021-08-15 09:42:00,bscgems,3
earthquake,2021-08-15,2021-08-15 09:42:00,care,3
earthquake,2021-08-15,2021-08-15 09:42:00,caribbean,5
earthquake,2021-08-15,2021-08-15 09:42:00,charity,6
earthquake,2021-08-15,2021-08-15 09:42:00,congress,3
earthquake,2021-08-15,2021-08-15 09:42:00,cross.,3
earthquake,2021-08-15,2021-08-15 09:42:00,dedicating,3
earthquake,2021-08-15,2021-08-15 09:42:00,devastating,5
earthquake,2021-08-15,2021-08-15 09:42:00,devastation,6
earthquake,2021-08-15,2021-08-15 09:42:00,disaster,3
earthquake,2021-08-15,2021-08-15 09:42:00,donate,11
earthquake,2021-08-15,2021-08-15 09:42:00,donating.,3
earthquake,2021-08-15,2021-08-15 09:42:00,donations,3
earthquake,2021-08-15,2021-08-15 09:42:00,earthquake,36
earthquake,2021-08-15,2021-08-15 09:42:00,earthquake.,3
earthquake,2021-08-15,2021-08-15 09:42:00,earthquakehaiti,3
earthquake,2021-08-15,2021-08-15 09:42:00,especially,3
earthquake,2021-08-15,2021-08-15 09:42:00,families,4
earthquake,2021-08-15,2021-08-15 09:42:00,following,3
earthquake,2021-08-15,2021-08-15 09:42:00,general,3
earthquake,2021-08-15,2021-08-15 09:42:00,going,7
earthquake,2021-08-15,2021-08-15 09:42:00,haiti,34
earthquake,2021-08-15,2021-08-15 09:42:00,heartbreaking,3
earthquake,2021-08-15,2021-08-15 09:42:00,help,4
earthquake,2021-08-15,2021-08-15 09:42:00,hurts,6
earthquake,2021-08-15,2021-08-15 09:42:00,joins,3
earthquake,2021-08-15,2021-08-15 09:42:00,kichicoin,3
earthquake,2021-08-15,2021-08-15 09:42:00,killed,3
earthquake,2021-08-15,2021-08-15 09:42:00,lost,5
earthquake,2021-08-15,2021-08-15 09:42:00,loved,3
earthquake,2021-08-15,2021-08-15 09:42:00,magnitude,7
earthquake,2021-08-15,2021-08-15 09:42:00,missing,3
earthquake,2021-08-15,2021-08-15 09:42:00,morning.,4
earthquake,2021-08-15,2021-08-15 09:42:00,naomi,6
earthquake,2021-08-15,2021-08-15 09:42:00,nation.,5
earthquake,2021-08-15,2021-08-15 09:42:00,need,5
