disaster_type,date,created_at,word,count
fire,2021-08-15,2021-08-15 10:39:00,exchange,5
fire,2021-08-15,2021-08-15 10:39:00,fighter,6
fire,2021-08-15,2021-08-15 10:39:00,fire,93
fire,2021-08-15,2021-08-15 10:39:00,fire.,6
fire,2021-08-15,2021-08-15 10:39:00,force,3
fire,2021-08-15,2021-08-15 10:39:00,forgotten,8
fire,2021-08-15,2021-08-15 10:39:00,going,3
fire,2021-08-15,2021-08-15 10:39:00,grace,3
fire,2021-08-15,2021-08-15 10:39:00,group,6
fire,2021-08-15,2021-08-15 10:39:00,heart.,3
fire,2021-08-15,2021-08-15 10:39:00,hold,3
fire,2021-08-15,2021-08-15 10:39:00,hope,3
fire,2021-08-15,2021-08-15 10:39:00,idiots,8
fire,2021-08-15,2021-08-15 10:39:00,indiaat75,8
fire,2021-08-15,2021-08-15 10:39:00,joelpimentel,3
fire,2021-08-15,2021-08-15 10:39:00,joelpimentel ,10
fire,2021-08-15,2021-08-15 10:39:00,jumper,6
fire,2021-08-15,2021-08-15 10:39:00,kcamexico,14
fire,2021-08-15,2021-08-15 10:39:00,kiaraloukolanniv,3
fire,2021-08-15,2021-08-15 10:39:00,lift,5
fire,2021-08-15,2021-08-15 10:39:00,light,3
fire,2021-08-15,2021-08-15 10:39:00,like,11
fire,2021-08-15,2021-08-15 10:39:00,london,8
fire,2021-08-15,2021-08-15 10:39:00,louis,3
fire,2021-08-15,2021-08-15 10:39:00,made,5
fire,2021-08-15,2021-08-15 10:39:00,mike,5
fire,2021-08-15,2021-08-15 10:39:00,noche,10
fire,2021-08-15,2021-08-15 10:39:00,nochedistrict,3
fire,2021-08-15,2021-08-15 10:39:00,orders,8
fire,2021-08-15,2021-08-15 10:39:00,outta,6
fire,2021-08-15,2021-08-15 10:39:00,part,5
fire,2021-08-15,2021-08-15 10:39:00,people,6
fire,2021-08-15,2021-08-15 10:39:00,pompeo,5
fire,2021-08-15,2021-08-15 10:39:00,power,3
fire,2021-08-15,2021-08-15 10:39:00,prisoners,10
fire,2021-08-15,2021-08-15 10:39:00,protect,3
fire,2021-08-15,2021-08-15 10:39:00,ready,3
fire,2021-08-15,2021-08-15 10:39:00,really,3
fire,2021-08-15,2021-08-15 10:39:00,released,5
fire,2021-08-15,2021-08-15 10:39:00,sanctions,5
fire,2021-08-15,2021-08-15 10:39:00,saturday,10
fire,2021-08-15,2021-08-15 10:39:00,since,8
fire,2021-08-15,2021-08-15 10:39:00,smoke,3
fire,2021-08-15,2021-08-15 10:39:00,snatches,6
fire,2021-08-15,2021-08-15 10:39:00,soul,3
fire,2021-08-15,2021-08-15 10:39:00,still,8
fire,2021-08-15,2021-08-15 10:39:00,strip,8
fire,2021-08-15,2021-08-15 10:39:00,suicide,6
fire,2021-08-15,2021-08-15 10:39:00,take,11
fire,2021-08-15,2021-08-15 10:39:00,taliban,10
fire,2021-08-15,2021-08-15 10:39:00,trump,6
fire,2021-08-15,2021-08-15 10:39:00,watching,3
fire,2021-08-15,2021-08-15 10:39:00,water,3
fire,2021-08-15,2021-08-15 10:39:00,well,9
fire,2021-08-15,2021-08-15 10:39:00,wrong,3
fire,2021-08-15,2021-08-15 10:40:00,&amp;,11
fire,2021-08-15,2021-08-15 10:40:00,15th,8
fire,2021-08-15,2021-08-15 10:40:00,1947.,7
fire,2021-08-15,2021-08-15 10:40:00,[prod.,3
fire,2021-08-15,2021-08-15 10:40:00,acceptnug_rejectmilitary,3
fire,2021-08-15,2021-08-15 10:40:00,afghanistan,4
fire,2021-08-15,2021-08-15 10:40:00,already,3
fire,2021-08-15,2021-08-15 10:40:00,arbitrarily,3
fire,2021-08-15,2021-08-15 10:40:00,aug15coup,3
fire,2021-08-15,2021-08-15 10:40:00,august,8
fire,2021-08-15,2021-08-15 10:40:00,away,3
fire,2021-08-15,2021-08-15 10:40:00,back,4
fire,2021-08-15,2021-08-15 10:40:00,bheemlanayak,3
fire,2021-08-15,2021-08-15 10:40:00,birthday,3
fire,2021-08-15,2021-08-15 10:40:00,civilians,3
fire,2021-08-15,2021-08-15 10:40:00,cnco,14
fire,2021-08-15,2021-08-15 10:40:00,cncowners,14
fire,2021-08-15,2021-08-15 10:40:00,district,12
fire,2021-08-15,2021-08-15 10:40:00,evacuate,3
fire,2021-08-15,2021-08-15 10:40:00,even,3
fire,2021-08-15,2021-08-15 10:40:00,ever,3
fire,2021-08-15,2021-08-15 10:40:00,fear.,3
fire,2021-08-15,2021-08-15 10:40:00,fire,87
fire,2021-08-15,2021-08-15 10:40:00,fire.,10
fire,2021-08-15,2021-08-15 10:40:00,fired,3
fire,2021-08-15,2021-08-15 10:40:00,first,6
fire,2021-08-15,2021-08-15 10:40:00,flee,3
fire,2021-08-15,2021-08-15 10:40:00,forces,3
fire,2021-08-15,2021-08-15 10:40:00,forest,3
fire,2021-08-15,2021-08-15 10:40:00,forgotten,7
fire,2021-08-15,2021-08-15 10:40:00,gemini,3
fire,2021-08-15,2021-08-15 10:40:00,great,3
fire,2021-08-15,2021-08-15 10:40:00,gunshots,3
fire,2021-08-15,2021-08-15 10:40:00,homes,3
fire,2021-08-15,2021-08-15 10:40:00,houses,3
fire,2021-08-15,2021-08-15 10:40:00,idiots,7
fire,2021-08-15,2021-08-15 10:40:00,indiaat75,7
fire,2021-08-15,2021-08-15 10:40:00,joelpimentel ,12
fire,2021-08-15,2021-08-15 10:40:00,kcamexico,14
fire,2021-08-15,2021-08-15 10:40:00,land,3
fire,2021-08-15,2021-08-15 10:40:00,largest,3
fire,2021-08-15,2021-08-15 10:40:00,like,7
fire,2021-08-15,2021-08-15 10:40:00,likes,3
fire,2021-08-15,2021-08-15 10:40:00,locals,4
fire,2021-08-15,2021-08-15 10:40:00,london,7
fire,2021-08-15,2021-08-15 10:40:00,long,3
fire,2021-08-15,2021-08-15 10:40:00,louis,5
fire,2021-08-15,2021-08-15 10:40:00,love,3
fire,2021-08-15,2021-08-15 10:40:00,morning,4
fire,2021-08-15,2021-08-15 10:40:00,nathtate,3
fire,2021-08-15,2021-08-15 10:40:00,nation,3
fire,2021-08-15,2021-08-15 10:40:00,noche,12
fire,2021-08-15,2021-08-15 10:40:00,orders,8
fire,2021-08-15,2021-08-15 10:40:00,pale,3
fire,2021-08-15,2021-08-15 10:40:00,people,4
fire,2021-08-15,2021-08-15 10:40:00,please,3
fire,2021-08-15,2021-08-15 10:40:00,police,4
fire,2021-08-15,2021-08-15 10:40:00,saturday,13
fire,2021-08-15,2021-08-15 10:40:00,since,9
fire,2021-08-15,2021-08-15 10:40:00,still,7
fire,2021-08-15,2021-08-15 10:40:00,strip,7
fire,2021-08-15,2021-08-15 10:40:00,take,8
fire,2021-08-15,2021-08-15 10:40:00,taliban,3
fire,2021-08-15,2021-08-15 10:40:00,terrorists,4
fire,2021-08-15,2021-08-15 10:40:00,think,3
fire,2021-08-15,2021-08-15 10:40:00,thousands,3
fire,2021-08-15,2021-08-15 10:40:00,utah,4
fire,2021-08-15,2021-08-15 10:40:00,video,3
fire,2021-08-15,2021-08-15 10:40:00,well,8
fire,2021-08-15,2021-08-15 10:40:00,whatshappeninginmyanmar,3
fire,2021-08-15,2021-08-15 10:40:00,wildfire,3
fire,2021-08-15,2021-08-15 10:40:00,work,3
fire,2021-08-15,2021-08-15 10:40:00,would,3
fire,2021-08-15,2021-08-15 10:41:00,&amp;,11
fire,2021-08-15,2021-08-15 10:41:00,15th,5
fire,2021-08-15,2021-08-15 10:41:00,1947.,5
fire,2021-08-15,2021-08-15 10:41:00,2020,3
fire,2021-08-15,2021-08-15 10:41:00,2021,3
fire,2021-08-15,2021-08-15 10:41:00,3-month,3
fire,2021-08-15,2021-08-15 10:41:00,account,3
fire,2021-08-15,2021-08-15 10:41:00,afghanistan.,3
fire,2021-08-15,2021-08-15 10:41:00,agreement,3
fire,2021-08-15,2021-08-15 10:41:00,air.😲,4
fire,2021-08-15,2021-08-15 10:41:00,always,3
fire,2021-08-15,2021-08-15 10:41:00,anyone,3
fire,2021-08-15,2021-08-15 10:41:00,apologize,4
fire,2021-08-15,2021-08-15 10:41:00,army,3
fire,2021-08-15,2021-08-15 10:41:00,august,5
fire,2021-08-15,2021-08-15 10:41:00,away,3
fire,2021-08-15,2021-08-15 10:41:00,bheemlanayak,10
fire,2021-08-15,2021-08-15 10:41:00,bheemlanayaktitle,5
fire,2021-08-15,2021-08-15 10:41:00,brothersi,3
fire,2021-08-15,2021-08-15 10:41:00,burn,3
fire,2021-08-15,2021-08-15 10:41:00,cease-fire.,3
fire,2021-08-15,2021-08-15 10:41:00,champion,3
fire,2021-08-15,2021-08-15 10:41:00,check,3
fire,2021-08-15,2021-08-15 10:41:00,climate,3
fire,2021-08-15,2021-08-15 10:41:00,cnco,6
fire,2021-08-15,2021-08-15 10:41:00,cncowners,6
fire,2021-08-15,2021-08-15 10:41:00,control,11
fire,2021-08-15,2021-08-15 10:41:00,could,3
fire,2021-08-15,2021-08-15 10:41:00,deal,4
fire,2021-08-15,2021-08-15 10:41:00,disrespected,3
fire,2021-08-15,2021-08-15 10:41:00,district,3
fire,2021-08-15,2021-08-15 10:41:00,doha,3
fire,2021-08-15,2021-08-15 10:41:00,donald,3
fire,2021-08-15,2021-08-15 10:41:00,emblem,3
fire,2021-08-15,2021-08-15 10:41:00,even,3
fire,2021-08-15,2021-08-15 10:41:00,ever,3
fire,2021-08-15,2021-08-15 10:41:00,exchange,3
fire,2021-08-15,2021-08-15 10:41:00,fanart,4
fire,2021-08-15,2021-08-15 10:41:00,fandom,3
fire,2021-08-15,2021-08-15 10:41:00,fighter,5
fire,2021-08-15,2021-08-15 10:41:00,fire,90
fire,2021-08-15,2021-08-15 10:41:00,fire.,6
fire,2021-08-15,2021-08-15 10:41:00,firei,4
fire,2021-08-15,2021-08-15 10:41:00,first,5
fire,2021-08-15,2021-08-15 10:41:00,forgotten,5
fire,2021-08-15,2021-08-15 10:41:00,gets,3
fire,2021-08-15,2021-08-15 10:41:00,getting,5
fire,2021-08-15,2021-08-15 10:41:00,glimpseofbheemlanayak,5
fire,2021-08-15,2021-08-15 10:41:00,glimpse⚡,5
fire,2021-08-15,2021-08-15 10:41:00,going,3
fire,2021-08-15,2021-08-15 10:41:00,group,3
fire,2021-08-15,2021-08-15 10:41:00,help,3
fire,2021-08-15,2021-08-15 10:41:00,hope,3
fire,2021-08-15,2021-08-15 10:41:00,idiots,5
fire,2021-08-15,2021-08-15 10:41:00,indiaat75,5
fire,2021-08-15,2021-08-15 10:41:00,jackie,3
fire,2021-08-15,2021-08-15 10:41:00,joelpimentel,4
fire,2021-08-15,2021-08-15 10:41:00,jumper,4
fire,2021-08-15,2021-08-15 10:41:00,kcamexico,9
fire,2021-08-15,2021-08-15 10:41:00,know,3
fire,2021-08-15,2021-08-15 10:41:00,lift,3
fire,2021-08-15,2021-08-15 10:41:00,like,10
fire,2021-08-15,2021-08-15 10:41:00,likes,5
fire,2021-08-15,2021-08-15 10:41:00,london,5
fire,2021-08-15,2021-08-15 10:41:00,lovely,3
fire,2021-08-15,2021-08-15 10:41:00,made,4
fire,2021-08-15,2021-08-15 10:41:00,make,6
fire,2021-08-15,2021-08-15 10:41:00,makes,3
fire,2021-08-15,2021-08-15 10:41:00,master,3
fire,2021-08-15,2021-08-15 10:41:00,me.michael,3
fire,2021-08-15,2021-08-15 10:41:00,michael,3
fire,2021-08-15,2021-08-15 10:41:00,mike,3
fire,2021-08-15,2021-08-15 10:41:00,nochedistrict,4
fire,2021-08-15,2021-08-15 10:41:00,orders,5
fire,2021-08-15,2021-08-15 10:41:00,outed,3
fire,2021-08-15,2021-08-15 10:41:00,outta,4
fire,2021-08-15,2021-08-15 10:41:00,pair,3
fire,2021-08-15,2021-08-15 10:41:00,part,3
fire,2021-08-15,2021-08-15 10:41:00,people,4
fire,2021-08-15,2021-08-15 10:41:00,playing,3
fire,2021-08-15,2021-08-15 10:41:00,pompeo,3
fire,2021-08-15,2021-08-15 10:41:00,prisoners,6
fire,2021-08-15,2021-08-15 10:41:00,questionable,3
fire,2021-08-15,2021-08-15 10:41:00,ready,3
fire,2021-08-15,2021-08-15 10:41:00,released,3
fire,2021-08-15,2021-08-15 10:41:00,right,3
fire,2021-08-15,2021-08-15 10:41:00,sanctions,3
fire,2021-08-15,2021-08-15 10:41:00,scene,3
fire,2021-08-15,2021-08-15 10:41:00,since,6
fire,2021-08-15,2021-08-15 10:41:00,snatches,4
fire,2021-08-15,2021-08-15 10:41:00,song,3
fire,2021-08-15,2021-08-15 10:41:00,start,3
fire,2021-08-15,2021-08-15 10:41:00,still,9
fire,2021-08-15,2021-08-15 10:41:00,strip,5
fire,2021-08-15,2021-08-15 10:41:00,suicide,4
fire,2021-08-15,2021-08-15 10:41:00,super,3
fire,2021-08-15,2021-08-15 10:41:00,sure,4
fire,2021-08-15,2021-08-15 10:41:00,take,5
fire,2021-08-15,2021-08-15 10:41:00,taliban,7
fire,2021-08-15,2021-08-15 10:41:00,thunder,3
fire,2021-08-15,2021-08-15 10:41:00,today,3
fire,2021-08-15,2021-08-15 10:41:00,together,5
fire,2021-08-15,2021-08-15 10:41:00,trivikram,5
fire,2021-08-15,2021-08-15 10:41:00,trump,3
fire,2021-08-15,2021-08-15 10:41:00,trying,3
fire,2021-08-15,2021-08-15 10:41:00,used,3
fire,2021-08-15,2021-08-15 10:41:00,various,4
fire,2021-08-15,2021-08-15 10:41:00,vehicle,4
fire,2021-08-15,2021-08-15 10:41:00,video,4
fire,2021-08-15,2021-08-15 10:41:00,vote,4
fire,2021-08-15,2021-08-15 10:41:00,water,5
fire,2021-08-15,2021-08-15 10:41:00,well,6
fire,2021-08-15,2021-08-15 10:41:00,wildfire,4
fire,2021-08-15,2021-08-15 10:41:00,world,5
fire,2021-08-15,2021-08-15 10:41:00,would,4
fire,2021-08-15,2021-08-15 10:41:00,🔥🔥🔥🔥💥🤩💞400k+,5
fire,2021-08-15,2021-08-15 10:42:00,&amp;,15
fire,2021-08-15,2021-08-15 10:42:00,air.😲,4
fire,2021-08-15,2021-08-15 10:42:00,back,4
fire,2021-08-15,2021-08-15 10:42:00,best,3
fire,2021-08-15,2021-08-15 10:42:00,bheemlanayak,8
fire,2021-08-15,2021-08-15 10:42:00,bheemlanayaktitle,5
fire,2021-08-15,2021-08-15 10:42:00,bossjodisidnaaz,3
fire,2021-08-15,2021-08-15 10:42:00,civilians,3
fire,2021-08-15,2021-08-15 10:42:00,cnco,10
fire,2021-08-15,2021-08-15 10:42:00,cncowners,10
fire,2021-08-15,2021-08-15 10:42:00,cold,3
fire,2021-08-15,2021-08-15 10:42:00,control,5
fire,2021-08-15,2021-08-15 10:42:00,district,3
fire,2021-08-15,2021-08-15 10:42:00,earth,3
fire,2021-08-15,2021-08-15 10:42:00,ever,3
fire,2021-08-15,2021-08-15 10:42:00,every,4
fire,2021-08-15,2021-08-15 10:42:00,fighter,5
fire,2021-08-15,2021-08-15 10:42:00,fire,103
fire,2021-08-15,2021-08-15 10:42:00,fire.,9
fire,2021-08-15,2021-08-15 10:42:00,first,3
fire,2021-08-15,2021-08-15 10:42:00,follow,4
fire,2021-08-15,2021-08-15 10:42:00,glimpseofbheemlanayak,5
fire,2021-08-15,2021-08-15 10:42:00,glimpse⚡,5
fire,2021-08-15,2021-08-15 10:42:00,going,5
fire,2021-08-15,2021-08-15 10:42:00,good,4
fire,2021-08-15,2021-08-15 10:42:00,great,3
fire,2021-08-15,2021-08-15 10:42:00,half,3
fire,2021-08-15,2021-08-15 10:42:00,honk,5
fire,2021-08-15,2021-08-15 10:42:00,hope,3
fire,2021-08-15,2021-08-15 10:42:00,joelpimentel,7
fire,2021-08-15,2021-08-15 10:42:00,joelpimentel ,3
fire,2021-08-15,2021-08-15 10:42:00,jumper,6
fire,2021-08-15,2021-08-15 10:42:00,kcamexico,12
fire,2021-08-15,2021-08-15 10:42:00,keep,3
fire,2021-08-15,2021-08-15 10:42:00,like,9
fire,2021-08-15,2021-08-15 10:42:00,likes,6
fire,2021-08-15,2021-08-15 10:42:00,little,3
fire,2021-08-15,2021-08-15 10:42:00,made,3
fire,2021-08-15,2021-08-15 10:42:00,makes,3
fire,2021-08-15,2021-08-15 10:42:00,media,3
fire,2021-08-15,2021-08-15 10:42:00,miles,3
fire,2021-08-15,2021-08-15 10:42:00,morning,3
fire,2021-08-15,2021-08-15 10:42:00,near,3
fire,2021-08-15,2021-08-15 10:42:00,never,5
fire,2021-08-15,2021-08-15 10:42:00,next,4
fire,2021-08-15,2021-08-15 10:42:00,night,3
fire,2021-08-15,2021-08-15 10:42:00,noche,3
fire,2021-08-15,2021-08-15 10:42:00,nochedistrict,7
fire,2021-08-15,2021-08-15 10:42:00,outta,4
fire,2021-08-15,2021-08-15 10:42:00,people,6
fire,2021-08-15,2021-08-15 10:42:00,police,3
fire,2021-08-15,2021-08-15 10:42:00,post,3
fire,2021-08-15,2021-08-15 10:42:00,really,3
fire,2021-08-15,2021-08-15 10:42:00,rtsaturday,4
fire,2021-08-15,2021-08-15 10:42:00,saturday,3
fire,2021-08-15,2021-08-15 10:42:00,smoke,3
fire,2021-08-15,2021-08-15 10:42:00,snatches,4
fire,2021-08-15,2021-08-15 10:42:00,social,3
fire,2021-08-15,2021-08-15 10:42:00,someone,4
fire,2021-08-15,2021-08-15 10:42:00,street,3
fire,2021-08-15,2021-08-15 10:42:00,suicide,5
fire,2021-08-15,2021-08-15 10:42:00,sure,3
fire,2021-08-15,2021-08-15 10:42:00,taliban,6
fire,2021-08-15,2021-08-15 10:42:00,tear,4
fire,2021-08-15,2021-08-15 10:42:00,time,4
fire,2021-08-15,2021-08-15 10:42:00,trivikram,5
fire,2021-08-15,2021-08-15 10:42:00,turned,3
fire,2021-08-15,2021-08-15 10:42:00,video,4
fire,2021-08-15,2021-08-15 10:42:00,vote,3
fire,2021-08-15,2021-08-15 10:42:00,water,4
fire,2021-08-15,2021-08-15 10:42:00,well,3
fire,2021-08-15,2021-08-15 10:42:00,world,6
fire,2021-08-15,2021-08-15 10:42:00,would,3
fire,2021-08-15,2021-08-15 10:42:00,🔥🔥🔥🔥💥🤩💞400k+,5
fire,2021-08-15,2021-08-15 10:43:00,&amp;,18
fire,2021-08-15,2021-08-15 10:43:00,air.😲,4
fire,2021-08-15,2021-08-15 10:43:00,army,4
fire,2021-08-15,2021-08-15 10:43:00,around,4
fire,2021-08-15,2021-08-15 10:43:00,bheemlanayak,8
fire,2021-08-15,2021-08-15 10:43:00,bheemlanayakgmilmpse,3
fire,2021-08-15,2021-08-15 10:43:00,bheemlanayaktitle,6
fire,2021-08-15,2021-08-15 10:43:00,blaze,4
fire,2021-08-15,2021-08-15 10:43:00,burning,3
fire,2021-08-15,2021-08-15 10:43:00,caught,4
fire,2021-08-15,2021-08-15 10:43:00,civilians,4
fire,2021-08-15,2021-08-15 10:43:00,cnco,26
fire,2021-08-15,2021-08-15 10:43:00,cncowners,26
fire,2021-08-15,2021-08-15 10:43:00,control,6
fire,2021-08-15,2021-08-15 10:43:00,district,18
fire,2021-08-15,2021-08-15 10:43:00,every,3
fire,2021-08-15,2021-08-15 10:43:00,fighter,5
fire,2021-08-15,2021-08-15 10:43:00,fire,106
fire,2021-08-15,2021-08-15 10:43:00,fire.,10
fire,2021-08-15,2021-08-15 10:43:00,first,3
fire,2021-08-15,2021-08-15 10:43:00,free,3
fire,2021-08-15,2021-08-15 10:43:00,fuel,3
fire,2021-08-15,2021-08-15 10:43:00,glimpseofbheemlanayak,6
fire,2021-08-15,2021-08-15 10:43:00,glimpse⚡,6
fire,2021-08-15,2021-08-15 10:43:00,hold,3
fire,2021-08-15,2021-08-15 10:43:00,honestly,4
fire,2021-08-15,2021-08-15 10:43:00,independence,3
fire,2021-08-15,2021-08-15 10:43:00,joelpimentel,8
fire,2021-08-15,2021-08-15 10:43:00,joelpimentel ,18
fire,2021-08-15,2021-08-15 10:43:00,jumper,4
fire,2021-08-15,2021-08-15 10:43:00,kcamexico,28
fire,2021-08-15,2021-08-15 10:43:00,like,7
fire,2021-08-15,2021-08-15 10:43:00,likes,7
fire,2021-08-15,2021-08-15 10:43:00,live,3
fire,2021-08-15,2021-08-15 10:43:00,master,3
fire,2021-08-15,2021-08-15 10:43:00,media,4
fire,2021-08-15,2021-08-15 10:43:00,morning,3
fire,2021-08-15,2021-08-15 10:43:00,never,3
fire,2021-08-15,2021-08-15 10:43:00,noche,18
fire,2021-08-15,2021-08-15 10:43:00,nochedistrict,8
fire,2021-08-15,2021-08-15 10:43:00,outta,4
fire,2021-08-15,2021-08-15 10:43:00,prisoners,4
fire,2021-08-15,2021-08-15 10:43:00,right,3
fire,2021-08-15,2021-08-15 10:43:00,saturday,20
fire,2021-08-15,2021-08-15 10:43:00,snatches,4
fire,2021-08-15,2021-08-15 10:43:00,something,6
fire,2021-08-15,2021-08-15 10:43:00,speaking,3
fire,2021-08-15,2021-08-15 10:43:00,spread,3
fire,2021-08-15,2021-08-15 10:43:00,started,4
fire,2021-08-15,2021-08-15 10:43:00,suicide,4
fire,2021-08-15,2021-08-15 10:43:00,taliban,4
fire,2021-08-15,2021-08-15 10:43:00,terrorists,3
fire,2021-08-15,2021-08-15 10:43:00,today,3
fire,2021-08-15,2021-08-15 10:43:00,trivikram,6
fire,2021-08-15,2021-08-15 10:43:00,trump,3
fire,2021-08-15,2021-08-15 10:43:00,vote,3
fire,2021-08-15,2021-08-15 10:43:00,voting,6
fire,2021-08-15,2021-08-15 10:43:00,want,3
fire,2021-08-15,2021-08-15 10:43:00,water,5
fire,2021-08-15,2021-08-15 10:43:00,world,3
fire,2021-08-15,2021-08-15 10:43:00,❗❗❗❗mass,4
fire,2021-08-15,2021-08-15 10:43:00,🔥🔥🔥🔥💥🤩💞400k+,6
fire,2021-08-15,2021-08-15 10:43:00,🔥🔥🔥🔥🔥,3
fire,2021-08-15,2021-08-15 10:44:00,&amp;,9
fire,2021-08-15,2021-08-15 10:44:00,2020,3
fire,2021-08-15,2021-08-15 10:44:00,2021,4
fire,2021-08-15,2021-08-15 10:44:00,3-month,3
fire,2021-08-15,2021-08-15 10:44:00,acceptnug_rejectmilitary,4
fire,2021-08-15,2021-08-15 10:44:00,afghanistan.,3
fire,2021-08-15,2021-08-15 10:44:00,agree,3
fire,2021-08-15,2021-08-15 10:44:00,agreement,3
fire,2021-08-15,2021-08-15 10:44:00,army,3
fire,2021-08-15,2021-08-15 10:44:00,around,3
fire,2021-08-15,2021-08-15 10:44:00,aug15coup,4
fire,2021-08-15,2021-08-15 10:44:00,bheemlanayak,5
fire,2021-08-15,2021-08-15 10:44:00,california,3
fire,2021-08-15,2021-08-15 10:44:00,cease-fire.,3
fire,2021-08-15,2021-08-15 10:44:00,civilians,6
fire,2021-08-15,2021-08-15 10:44:00,cnco,19
fire,2021-08-15,2021-08-15 10:44:00,cncowners,19
fire,2021-08-15,2021-08-15 10:44:00,control,9
fire,2021-08-15,2021-08-15 10:44:00,deal,3
fire,2021-08-15,2021-08-15 10:44:00,district,12
fire,2021-08-15,2021-08-15 10:44:00,doha,3
fire,2021-08-15,2021-08-15 10:44:00,donald,3
fire,2021-08-15,2021-08-15 10:44:00,evacuate,4
fire,2021-08-15,2021-08-15 10:44:00,exchange,3
fire,2021-08-15,2021-08-15 10:44:00,fandom,3
fire,2021-08-15,2021-08-15 10:44:00,fire,81
fire,2021-08-15,2021-08-15 10:44:00,fire.,9
fire,2021-08-15,2021-08-15 10:44:00,firei,3
fire,2021-08-15,2021-08-15 10:44:00,first,5
fire,2021-08-15,2021-08-15 10:44:00,follow,3
fire,2021-08-15,2021-08-15 10:44:00,forces,3
fire,2021-08-15,2021-08-15 10:44:00,group,3
fire,2021-08-15,2021-08-15 10:44:00,homes,3
fire,2021-08-15,2021-08-15 10:44:00,hope,3
fire,2021-08-15,2021-08-15 10:44:00,joelpimentel,7
fire,2021-08-15,2021-08-15 10:44:00,joelpimentel ,12
fire,2021-08-15,2021-08-15 10:44:00,kcamexico,22
fire,2021-08-15,2021-08-15 10:44:00,keep,3
fire,2021-08-15,2021-08-15 10:44:00,largest,3
fire,2021-08-15,2021-08-15 10:44:00,lift,3
fire,2021-08-15,2021-08-15 10:44:00,like,6
fire,2021-08-15,2021-08-15 10:44:00,louis,3
fire,2021-08-15,2021-08-15 10:44:00,lovely,3
fire,2021-08-15,2021-08-15 10:44:00,made,3
fire,2021-08-15,2021-08-15 10:44:00,make,3
fire,2021-08-15,2021-08-15 10:44:00,master,3
fire,2021-08-15,2021-08-15 10:44:00,mike,3
fire,2021-08-15,2021-08-15 10:44:00,morning,6
fire,2021-08-15,2021-08-15 10:44:00,nation,3
fire,2021-08-15,2021-08-15 10:44:00,need,3
fire,2021-08-15,2021-08-15 10:44:00,night,3
fire,2021-08-15,2021-08-15 10:44:00,noche,19
fire,2021-08-15,2021-08-15 10:44:00,pale,4
fire,2021-08-15,2021-08-15 10:44:00,park,4
fire,2021-08-15,2021-08-15 10:44:00,part,3
fire,2021-08-15,2021-08-15 10:44:00,pompeo,3
fire,2021-08-15,2021-08-15 10:44:00,prisoners,6
fire,2021-08-15,2021-08-15 10:44:00,problem,3
fire,2021-08-15,2021-08-15 10:44:00,rages,3
fire,2021-08-15,2021-08-15 10:44:00,released,3
fire,2021-08-15,2021-08-15 10:44:00,sanctions,3
fire,2021-08-15,2021-08-15 10:44:00,saturday,19
fire,2021-08-15,2021-08-15 10:44:00,smell,3
fire,2021-08-15,2021-08-15 10:44:00,stage,3
fire,2021-08-15,2021-08-15 10:44:00,taliban,8
fire,2021-08-15,2021-08-15 10:44:00,terrorists,4
fire,2021-08-15,2021-08-15 10:44:00,thousands,3
fire,2021-08-15,2021-08-15 10:44:00,time,3
fire,2021-08-15,2021-08-15 10:44:00,trump,3
fire,2021-08-15,2021-08-15 10:44:00,utah,3
fire,2021-08-15,2021-08-15 10:44:00,vote,5
fire,2021-08-15,2021-08-15 10:44:00,want,5
fire,2021-08-15,2021-08-15 10:44:00,water,7
fire,2021-08-15,2021-08-15 10:44:00,well,3
fire,2021-08-15,2021-08-15 10:44:00,whatshappeninginmyanmar,4
fire,2021-08-15,2021-08-15 10:44:00,wildfire,4
fire,2021-08-15,2021-08-15 10:45:00,$500,3
fire,2021-08-15,2021-08-15 10:45:00,$egg,3
fire,2021-08-15,2021-08-15 10:45:00,$waves,3
fire,2021-08-15,2021-08-15 10:45:00,&amp;,20
fire,2021-08-15,2021-08-15 10:45:00,&amp;vote,3
fire,2021-08-15,2021-08-15 10:45:00,2020,6
fire,2021-08-15,2021-08-15 10:45:00,3-month,6
fire,2021-08-15,2021-08-15 10:45:00,achievements.,3
fire,2021-08-15,2021-08-15 10:45:00,afghanistan,3
fire,2021-08-15,2021-08-15 10:45:00,afghanistan.,6
fire,2021-08-15,2021-08-15 10:45:00,agreement,6
fire,2021-08-15,2021-08-15 10:45:00,air.😲,4
fire,2021-08-15,2021-08-15 10:45:00,also,3
fire,2021-08-15,2021-08-15 10:45:00,bheemlanayak,8
fire,2021-08-15,2021-08-15 10:45:00,bheemlanayaktitle,4
fire,2021-08-15,2021-08-15 10:45:00,blockchaingaming,3
fire,2021-08-15,2021-08-15 10:45:00,bossjodisidnaaz,3
fire,2021-08-15,2021-08-15 10:45:00,bugfixes,3
fire,2021-08-15,2021-08-15 10:45:00,cease-fire.,6
fire,2021-08-15,2021-08-15 10:45:00,click,3
fire,2021-08-15,2021-08-15 10:45:00,cnco,12
fire,2021-08-15,2021-08-15 10:45:00,cncowners,12
fire,2021-08-15,2021-08-15 10:45:00,coinhunt,3
fire,2021-08-15,2021-08-15 10:45:00,control,9
fire,2021-08-15,2021-08-15 10:45:00,daysrt,3
fire,2021-08-15,2021-08-15 10:45:00,deal,6
